text,intent
LOT F15  GIANT BANDAR PUTERI    ,address
JALAN PUTERI 1/1  BDR PUTERI    ,address
47100 PUCHONG  SELANGOR    ,address
17/03/2017 21:35    ,date
62.00    ,total
62.00    ,total
62.00    ,total
BEMED (SP) SDN. BHD.    ,company
NO.49  JALAN DINAR G U3/G     ,address
SUBANG PERDANA     ,address
40150 SHAH ALAM  SELANGOR D.E.    ,address
25/FEB/2017 07:43:54    ,date
217.00    ,total
217.00    ,total
SEGI CASH & CARRY SDN.BHD    ,company
PT17920  SEKSYEN U9     ,address
40150 SHAH ALAM     ,address
SELANGOR DARUL EHSAN.    ,address
12.60    ,total
SEGI CASH & CARRY SDN.BHD    ,company
PT17920  SEKSYEN U9     ,address
40150 SHAH ALAM     ,address
SELANGOR DARUL EHSAN.    ,address
20.05    ,total
GOLDEN ARCHES RESTAURANTS SDN BHD    ,company
LEVEL 6  BANGUNAN TH  DAMANSARA UPTOWN3    ,address
NO.3  JALAN SS21/39 47400 PETALING JAYA    ,address
SELANGOR    ,address
29.30    ,total
MEI LET RESTAURANT    ,company
NO 2  JALAN BULAN BM U5/BM  SEKSYEN U5     ,address
40150 SHAH ALAM  SELANGOR    ,address
NO GST: 0010 9273 4976    ,address
22/01/2017 09:09:16 PM    ,date
67.85    ,total
KING'S CONFECTIONERY S/B 273500-U (GKJ)    ,company
LOT NO. G23  GIANT KELANA JAYA    ,address
LOT PT244  JLN PERBANDARAN SS6/4    ,address
PUSAT BANDAR KELANA JAYA  PETALING    ,address
7.50    ,total
7.50 S    ,total
7.50    ,total
7.50    ,total
YONG SOON FATT S/B (81497-P)    ,company
LOT 1504  BATU 8 1/2  JALAN KLANG LAMA     ,address
46000 PETALING JAYA  SELANGOR.    ,address
6/2/2017 12:42 PM    ,date
758.70    ,total
758.70    ,total
AMPANG 210    ,company
FIRST CITY PARKING SDN BHD    ,company
A-09-10 PRIMA AVENUE    ,address
THE TUBE  1/39  DATARAN PRIMA    ,address
47301 PETALING JAYA    ,address
SELANGOR DE    ,address
16/04/2018 (MON)    ,date
16/04/2018 (MON)    ,date
PARKING TIME    ,company
PARKING FEE    ,company
RM7.00    ,total
RM7.00    ,total
RM7.00    ,total
GL HANDICRAFT & TAII ORING    ,company
19  JALAN KANCIL     ,address
OFF JALAN PUDU     ,address
55100 KUALA LUMPUR    ,address
MALAYSIA    ,address
27/03/2018 16:34    ,date
130.00    ,total
130.00    ,total
130.00    ,total
130.00    ,total
130.00    ,total
GL HANDICRAFT & TAII ORING    ,company
19  JALAN KANCIL     ,address
OFF JALAN PUDU     ,address
55100 KUALA LUMPUR    ,address
MALAYSIA    ,address
09/04/2018 10:52    ,date
104.00    ,total
104.00    ,total
104.00    ,total
104.00    ,total
104.00    ,total
ARTRANGE STATIONERS & PRINT SDN BHD    ,company
44 JALAN SS21/58 DAMANSARA UTAMA    ,address
47400 PETALING JAYA    ,address
15.40    ,total
15.40    ,total
15.40    ,total
TIMES BOOKSTORES    ,company
LOT F21 @ 22  CITTA MALL    ,address
NO 1  JLN PJU 1A/4    ,address
47301    ,address
1    ,address
1    ,address
1    ,address
12.37    ,total
TOKYO KITCHEN (CITTA MALL)    ,company
TOKYO KITCHEN SDN BHD    ,company
G-26  GRD FLOOR CITTA MALL     ,address
NO 1  JALAN PJU     ,address
1A/4B  JLN PJU 1 ARA DAMANSARA     ,address
47301 PETALING JAYA.    ,address
SELANGOR.    ,address
1 X    ,address
1 X    ,address
1 X    ,address
1 X    ,address
113.80    ,total
113.80    ,total
23-04-2017    ,date
113.80    ,total
BEMED (SP) SDN. BHD.    ,company
NO.49  JALAN DINAR G U3/G     ,address
SUBANG PERDANA     ,address
40150 SHAH ALAM  SELANGOR D.E.    ,address
15/APR/2017 04:56:46    ,date
635.00    ,total
635.00    ,total
635.00    ,total
YONG CEN ENTERPRISE    ,company
9  JALAN SUBANG JASA 3     ,address
40150 SHAH ALAM  SELANGOR.    ,address
94.00    ,total
94.00    ,total
BILLION SIX ENTERPRISE    ,company
NO 3  JALAN TAMAN JASA 2     ,address
SECTION U6  40150 SHAH ALAM.    ,address
12.00    ,total
12.00    ,total
12.00    ,total
12.00    ,total
AMANO MALAYSIA SDN BHD (682288-V)    ,company
12 JALAN PENGACARA U1/48    ,address
TEMASYA INDUSTRIAL PARK    ,address
40150 SHAH ALAM SELANGOR    ,address
RM3.00    ,total
30/04/2017 (SUN) 19:44    ,date
30/04/2017 (SUN) 23:14    ,date
RM3.00    ,total
RM3.00    ,total
AMANO MALAYSIA SDN BHD (682288-V)    ,company
12 JALAN PENGACARA U1/48    ,address
TEMASYA INDUSTRIAL PARK    ,address
40150 SHAH ALAM SELANGOR    ,address
RM1.00    ,total
30/04/2017 (SUN) 20:22    ,date
30/04/2017 (SUN) 21:51    ,date
RM1.00    ,total
RM1.00    ,total
99 SPEED MART S/B (519537-X)    ,company
LOT P.T. 2811  JALAN ANGSA     ,address
TAMAN BERKELEY    ,address
41150 KLANG  SELANGOR    ,address
1313-SUBANG BESTARI    ,address
05-05-17    ,date
42.35    ,total
42.35    ,total
PERNIAGAAN RIANG RIA    ,company
NO7 JLN UERO SHAH ALAM.    ,address
22.60    ,total
10-05-2017    ,date
BEMED (SP) SDN. BHD.    ,company
NO.49  JALAN DINAR G U3/G     ,address
SUBANG PERDANA     ,address
40150 SHAH ALAM  SELANGOR D.E.    ,address
14/MAY/2017 02:56:39    ,date
191.20    ,total
191.20    ,total
99 SPEED MART S/B (519537-X)    ,company
LOT P.T. 2811  JALAN ANGSA     ,address
TAMAN BERKELEY    ,address
41150 KLANG  SELANGOR    ,address
1032-SUBANG PERDANA    ,address
21-05-17    ,date
20.80    ,total
HERO DISTRIBUTION SDN BHD    ,company
4243 COMPLEKS PERNIAGAAN SRI GAYA     ,address
JLN TMN SUBANG JASA 3     ,address
40150 SELANGOR    ,address
17/05/17    ,date
41.50    ,total
41.50    ,total
SEGI CASH & CARRY SDN. BHD.    ,company
PT17920 SEK U9  SHAH ALAM    ,address
118.35    ,total
118.35    ,total
BROADVIEW MARKETING SDN BHD(728384-M)    ,company
NO. 9-G  JALAN DINAR D U3/D    ,address
TAMAN SUBANG PERDANA  SEK U3     ,address
40150 SHAH ALAM SELANGOR D.E.    ,address
15/05/2017 10:49:40 AM    ,date
4.70    ,total
4.70    ,total
4.70    ,total
4.70    ,total
4.70    ,total
RESTORAN WAN SHENG    ,company
NO. 2  JALAN TEMENGGUNG 19/9     ,address
SEKSYEN 9  BANDAR MAHKOTA CHERAS     ,address
43200 CHERAS  SELANGOR    ,address
62.80    ,total
62.80    ,total
62.80    ,total
99 SPEED MART S/B (519537-X)    ,company
LOT P.T. 2811  JALAN ANGSA     ,address
TAMAN BERKELEY    ,address
41150 KLANG  SELANGOR    ,address
1214-JINJANG UTARA    ,address
22-11-17    ,date
182.00    ,total
182.00    ,total
99 SPEED MART S/B (519537-X)    ,company
LOT P.T. 2811  JALAN ANGSA     ,address
TAMAN BERKELEY    ,address
41150 KLANG  SELANGOR    ,address
1214-JINJANG UTARA    ,address
01-11-17    ,date
52.10    ,total
IN-SPARKLE TRADING SDN BHD    ,company
NO.LOT 24  BATU 11 KAMPUNG DATO     ,address
UJANG BALAKONG  43200 CHERAS  SEL.    ,address
250.00    ,total
250.00 S    ,total
ELKEN    ,company
SERVICE    ,company
ELKEN SERVICE SDN BHD (310184-X)    ,company
NO 2-1 JALAN 3/137B BATU 5    ,address
JALAN KELANG LAMA 58000 KUALA LUMPUR    ,address
250.00    ,total
250.00    ,total
250.00    ,total
250.00    ,total
FIVE STAR CASH & CARRY    ,company
G.23 & G.22  PLAZA SERI SETIA     ,address
NO.1 JALAN SS 9/1  47300 PJ  SELANGOR     ,address
19/06/17 11:43    ,date
45.00 S    ,total
45.00    ,total
CASH :    ,company
45.00    ,total
BROADVIEW MARKETING SDN BHD(728384-M)    ,company
NO. 9-G  JALAN DINAR D U3/D    ,address
TAMAN SUBANG PERDANA  SEK U3     ,address
40150 SHAH ALAM SELANGOR D.E.    ,address
03/06/2017 5:02:54 PM    ,date
18.00    ,total
18.00    ,total
18.00    ,total
18.00    ,total
18.00    ,total
BEMED (SP) SDN. BHD.    ,company
NO.49  JALAN DINAR G U3/G     ,address
SUBANG PERDANA     ,address
40150 SHAH ALAM  SELANGOR D.E.    ,address
14/JUN/2017 08:34:22    ,date
165.00    ,total
165.00    ,total
165.00    ,total
165.00    ,total
165.00    ,total
SUPER.SEVEN CASH & CARRY SDN BHD    ,company
NO. 1 JALAN EURO 1    ,address
OFF JALAN BATU TIGA    ,address
SUNGAI BULOH SEKSYEN U3 SHAH ALAM 40150    ,address
22-06-2017    ,date
RM28.05    ,total
CASH    ,company
RM28.05    ,total
99 SPEED MART S/B (519537-X)    ,company
LOT P.T. 2811  JALAN ANGSA     ,address
TAMAN BERKELEY    ,address
41150 KLANG  SELANGOR    ,address
1214-JINJANG UTARA    ,address
10-05-17    ,date
11.50    ,total
99 SPEED MART S/B (519537-X)    ,company
LOT P.T. 2811  JALAN ANGSA     ,address
TAMAN BERKELEY    ,address
41150 KLANG  SELANGOR    ,address
1422-TMN DESA JAYA    ,address
10-05-17    ,date
72.75    ,total
S&Y STATIONERY    ,company
BANDAR PINGGIRAN SUBANG     ,address
SEKSYEN U5     ,address
40150 SHAH ALAM  SELANGOR.    ,address
05-JAN-2017 03:17:50 PM    ,date
72.00    ,total
72.00    ,total
FIVE STAR CASH & CARRY    ,company
G.23 & G.22  PLAZA SERI SETIA     ,address
NO.1 JALAN SS 9/1  47300 PJ  SELANGOR.    ,address
19/01/17 10:48    ,date
19.80 S    ,total
19.80    ,total
CASH :    ,company
KING'S CONFECTIONERY S/B 273500-U (KJ1)    ,company
NO. 20-A1  JALAN SS6/3  KELANA JAYA     ,address
47301 PETALING JAYA    ,address
SELANGOR D.E.    ,address
19.20 S    ,total
19.20    ,total
19.20    ,total
B & BEST RESTAURANT    ,company
NO.12 JALAN SS4C/5 PETALING JAYA    ,address
SELANGOR DARUL EHSAN    ,address
22.25    ,total
22.25    ,total
DI HUAN YA RESTAURANT    ,company
5 JALAN PERMAS 10/5     ,address
BANDAR BARU PERMAS JAYA     ,address
81750 JOHOR BAHRU JOHOR    ,address
07/04/2018 - 18.10:59    ,date
35.00    ,total
RESTORAN SIAM VILLAGE    ,company
PERMAS JAYA 81750 JOHOR BAHRU.    ,address
275.90    ,total
275.90    ,total
275.90    ,total
275.90    ,total
UNIHAKKA INTERNATIONAL SDN BHD    ,company
02 APR 2018 18:31    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$8.20    ,total
UNIHAKKA INTERNATIONAL SDN BHD    ,company
03 APR 2018 18:33    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$7.10    ,total
$7.10    ,total
$7.10    ,total
UNIHAKKA INTERNATIONAL SDN BHD    ,company
09 APR 2018 18:26    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$8.20    ,total
UNIHAKKA INTERNATIONAL SDN BHD    ,company
10 APR 2018 18:21    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$7.60    ,total
UNIHAKKA INTERNATIONAL SDN BHD    ,company
11 APR 2018 18:13    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$8.20    ,total
HASHA PETROKIOSK    ,company
LOT PTD 198718 TMN SIERRA P    ,address
81750 MASAI JOHOR    ,address
50.00 C    ,total
50.00    ,total
50.00    ,total
50.00    ,total
BHPETROL PERMAS JAYA 2    ,company
LOT PTD 101051    ,address
JALAN PERMAS 10/10    ,address
10-04-2018 08:11:53    ,date
50.00    ,total
50.00    ,total
LAVENDER CONFECTIONERY & BAKERY S/B    ,company
LOT G29 & G30  AEON MALL TEBRAU CITY     ,address
NO. 1  JALAN DESA TEBRAU     ,address
TAMAN DESA TEBRAU  81100 JOHOR BAHRU.    ,address
14/04/2018 16:14    ,date
1    ,address
1    ,address
12.30    ,total
LAVENDER    ,company
UNIHAKKA INTERNATIONAL SDN BHD    ,company
18 APR 2018 18:34    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$7.00    ,total
UNIHAKKA INTERNATIONAL SDN BHD    ,company
16 APR 2018 18:23    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$8.20    ,total
SELASIH EKSLUSIF SDN BHD (524101-D)    ,company
88 JALAN IBRAHIM SULTAN    ,address
STULANG LAUT    ,address
80300 JOHOR BAHRU    ,address
270.00 SR    ,total
270.00    ,total
270.00    ,total
6/4/2018 19:34    ,date
PASAR MINI JIN SENG    ,company
379  JALAN PERMAS SATU     ,address
BANDAR BARU PERMAS JAYA    ,address
81750 PLENTONG  JOHOR.    ,address
15/04/18    ,date
44.90    ,total
44.90    ,total
15/04/18 08:53 #003-1565495#    ,date
UNIHAKKA INTERNATIONAL SDN BHD    ,company
19 APR 2018 18:22    ,date
12  JALAN TAMPOI 7/4 KAWASAN PERINDUSTRIAN    ,address
TAMPOI 81200 JOHOR BAHRU JOHOR    ,address
$9.90    ,total
DOMINO'S PIZZA    ,company
DOMINO'S PIZZA PERMAS JAYA    ,company
NO.12  JALAN PERMAS JAYA 10     ,address
BANDAR BARU PERMAS JAYA  81750 MASAI    ,address
JOHOR    ,address
25.60    ,total
25.60    ,total
DOMINO'S PIZZA    ,company
DOMINO'S PIZZA PERMAS JAYA    ,company
NO.12  JALAN PERMAS JAYA 10     ,address
BANDAR BARU PERMAS JAYA  81750 MASAI    ,address
JOHOR    ,address
21.60    ,total
21.60    ,total
THE COFFEE BEAN    ,company
& TEA LEAF (M) SDN. BHD.    ,company
LOT F36  FIRST FLOOR     ,address
AEON MALL BDR DATO' ONN     ,address
NO.3 JLN DATO' ONN 3  BDR DATO' ONN    ,address
81100 JOHOR BAHRU  JOHOR    ,address
08/04/2018 14:26    ,date
12.00    ,total
12.00    ,total
DE MAXIMUM THAI EXPRESS SDN BHD    ,company
BLK 2  UNIT G1 & G2  BESTARI TERRACE     ,address
LOT PTD 182908 & PTD 143216     ,address
JALAN DANGA  TAMAN NUSA BESTARI  81300    ,address
UNIT PRICE    ,address
THAI ICE TEA    ,company
21.80    ,total
21.80    ,total
14/04/2018    ,date
AEON CO. (M) BHD (126926-H)    ,address
3RD FLR  AEON TAMAN MALURI SC    ,address
JLN JEJAKA  TAMAN MALURI    ,address
CHERAS  55100 KUALA LUMPUR    ,address
1.75    ,total
1.75    ,total
1.75    ,total
18/04/2018 20:27    ,date
AEON TAMAN UNIVERSITI    ,address
AEON CO. (M) BHD (126926-H)    ,address
3RD FLR  AEON TAMAN MALURI SC    ,address
JLN JEJAKA  TAMAN MALURI    ,address
CHERAS  55100 KUALA LUMPUR    ,address
10.20    ,total
10.20    ,total
10.20    ,total
10.20    ,total
22/04/2018 19:29    ,date
AEON PERMAS JAYA    ,address
AEON CO. (M) BHD (126926-H)    ,address
3RD FLR  AEON TAMAN MALURI SC    ,address
JLN JEJAKA  TAMAN MALURI    ,address
CHERAS  55100 KUALA LUMPUR    ,address
98.35    ,total
22/04/2018 19:26    ,date
AEON PERMAS JAYA    ,address
DOMINO'S PIZZA    ,address
DOMINO'S PIZZA TAMAN UNIVERSITI    ,address
30  JLN KEBUDAYAAN 7  TMN UNIVERSITI    ,address
81300 SKUDAI  JOHOR    ,address
30.90    ,total
DOMINO'S PIZZA    ,address
DOMINO'S PIZZA TAMAN UNIVERSITI    ,address
30  JLN KEBUDAYAAN 7  TMN UNIVERSITI    ,address
81300 SKUDAI  JOHOR    ,address
39.60    ,total
YHM AEON TEBRAU CITY    ,company
S117  SECOND FLOOR     ,address
AEON TEBRAU CITY     ,address
1  JALAN DESA TEBRAU     ,address
TAMAN DESA TEBRAU     ,address
81100 JOHOR BAHRU  JOHOR.    ,address
17/04/2018    ,date
1    ,address
1    ,address
1    ,address
1    ,address
1    ,address
1    ,address
1    ,address
1    ,address
1    ,address
1    ,address
1    ,address
81.80    ,total
81.80    ,total
81.80    ,total
THE TOAST F&B SDN BHD (965752-T)    ,company
LOT 2110&2111 JALAN PERMAS UTARA    ,address
BANDAR BARU PERMAS    ,address
81750 JOHOR BAHRU JOHOR    ,address
08/04/2018    ,date
18.90    ,total
18.90    ,total
08/04/2018 03:09:12 PM    ,date
AEON CO. (M) BHD (126926-H)    ,address
3RD FLR  AEON TAMAN MALURI SC    ,address
JLN JEJAKA  TAMAN MALURI    ,address
CHERAS  55100 KUALA LUMPUR    ,address
46.55    ,total
20/04/2018 20:48    ,date
AEON TAMAN UNIVERSITI    ,address
AEON CO. (M) BHD (126926-H)    ,address
3RD FLR  AEON TAMAN MALURI SC    ,address
JLN JEJAKA  TAMAN MALURI    ,address
CHERAS  55100 KUALA LUMPUR    ,address
4.40    ,total
4.40    ,total
4.40    ,total
12/04/2018 18:18    ,date
AEON TAMAN UNIVERSITI    ,address
PASARAYA JALAL SDN BHD    ,company
10-18 JLN KEBUDAYAAN 16 TMN U    ,address
81300 JOHOR BAHRU.    ,address
6.40 SR*    ,total
6.40    ,total
6.40    ,total
DOMINO'S PIZZA    ,address
DOMINO'S PIZZA PERMAS JAYA    ,address
NO.12  JALAN PERMAS JAYA 10     ,address
BANDAR BARU PERMAS JAYA  81750 MASAI    ,address
JOHOR    ,address
7.20    ,total
AEON CO. (M) BHD (126926-H)    ,address
3RD FLR  AEON TAMAN MALURI SC    ,address
JLN JEJAKA  TAMAN MALURI    ,address
CHERAS  55100 KUALA LUMPUR    ,address
122.80    ,total
01/04/2018 12:53    ,date
AEON PERMAS JAYA    ,address
GUARDIAN HEALTH AND BEAUTY SDN BHD    ,company
JALAN LOKE YEW BENTONG    ,address
90 GROUND FLOOR    ,address
JALAN BENTONG    ,address
38.37    ,total
38.37    ,total
GUARDIAN BRAND PRODUCTS MUST BE MADE    ,company
19/05/18    ,date
TF VALUE-MART SDN BHD (482123-U)    ,company
JALAN TRAS BATU 1    ,address
28700 BENTONG    ,address
PAHANG DARUL MAKMUR.    ,address
19/05/18    ,date
52.80    ,total
52.80    ,total
52.80    ,total
CHECKERS HYPERMARKET SDN BHD    ,company
(JALAN KLANG LAMA)    ,company
LOT 2942 & 2945  JLN SERI SENTOSA 8     ,address
SERI SENTOSA  OFF JLN KLANG LAMA     ,address
58000 KUALA LUMPUR.    ,address
20.00    ,total
20.00    ,total
BERRY'S CAKE HOUSE    ,company
NO.1     ,address
JLN PUTERI 1/6     ,address
BANDAR PUTERI     ,address
47100 PUCHONG     ,address
SELANGOR    ,address
18/04/2018 5:18:08 P    ,date
11.25    ,total
11.25    ,total
WESTERN EASTERN    ,company
STATIONERY SDN. BHD    ,company
42-46  JLN SULTAN AZLAN    ,address
SHAH 51200 KUALA LUMPUR    ,address
30-04-2018    ,date
WESTERN EASTERN    ,company
ST TIONERY SDN. BHD    ,company
42-46  JLN SULTAN AZLAN    ,address
SHAH 51200 KUALA LUMPUR    ,address
16-04-2018    ,date
RM5.00    ,total
RM5.00    ,total
RM5.00    ,total
GHEE HIANG    ,company
GH DISTRIBUTOR & MARKETING SDN BHD    ,company
95  BEACH ROAD  10300 PENANG.    ,address
10400 PENANG.    ,address
25.00 SR    ,total
25.00    ,total
25.00    ,total
MENTAI INITIAL SDN BHD (1206674-T)    ,company
NO.37-1  PLAZA DANAU DESA 2     ,address
JALAN 109F  TAMAN DANAU DESA     ,address
58100 KUALA LUMPUR.    ,address
2 X    ,address
41.50    ,total
41.50    ,total
THE    ,company
ROTI    ,company
MAN    ,company
BAKERY    ,company
117  JALAN RADIN BAGUS  SRI PETALING    ,address
04-05-2018 16:07    ,date
RM20.40    ,total
RM20.40    ,total
HAXINCONE RESOURCES SDN BHD (383322-D)    ,company
16A  JALAN ASTAKA U8/83  BUKIT JELUTONG    ,address
40150 SHAH ALAN  SELANGOR D.E.    ,address
20/04/2018 19:15    ,date
3.70    ,total
3.70    ,total
FAMILYMART    ,company
NO 16A  JALAN ASTAKA U8/83  BUKIT JELUTONG.    ,address
40150 SHAH ALAM  SELANGOR  D.E.    ,address
16/04/2018 16:28    ,date
18.80    ,total
18.80    ,total
R&C VENTURE SDN BHD (1191015-W)    ,company
LOT-18A-2  BERJAYA TIMES SQUARE     ,address
KUALA LUMPUR.    ,address
19-04-2018 13:43:54    ,date
9.50    ,total
9.50    ,total
9.50    ,total
9.50    ,total
SUBANG HEALTHCARE SDN    ,address
B-8  JALAN SS15/4D     ,address
47500 SUBANG JAYA  SELANGOR    ,address
28.90    ,total
28.90    ,total
BHD    ,company
DIGI TELECOMMUNICATIONS SDN BHD    ,company
LOT LG 315  1-UTAMA SHOPPING CENTRE     ,address
LEBUH BANDAR UTAMA-BANDAR UTAMA     ,address
PETALING JAYA  47800    ,address
SELANGOR    ,address
13/10/2017    ,date
234.40    ,total
234.40    ,total
234.40    ,total
234.40    ,total
234.40    ,total
KHIAM AIK CHAN SDN BHD (88842-H)    ,company
NO. 76  JALAN SS15/4B     ,address
47500 SUBANG JAYA  SELANGOR D.E.    ,address
25/09/2017 01:48:57 PM    ,date
28.40    ,total
28.40    ,total
SUBANG HEALTHCARE SDN    ,address
B-8  JALAN SS15/4D     ,address
47500 SUBANG JAYA  SELANGOR    ,address
11/08/2017    ,date
78.10    ,total
78.10    ,total
BHD    ,company
GARDENIA BAKERIES (KI ) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
33.05    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
53.14    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
30/07/2017    ,date
JALAN SS 15/4B     ,address
3    ,address
20.21    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
3    ,address
3    ,address
3    ,address
3    ,address
94.19    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
24.83    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
3    ,address
3    ,address
27.10    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
3    ,address
36.36    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
41.44    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
39.78    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
73.55    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
50.60    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
7.97    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
68.41    ,total
MAKASSAR FRESH MARKET S/B.    ,company
GROUND FLOOR  NO. 4 & 6     ,address
JALAN SS15/4B     ,address
47500 SUBANG JAYA  SELANGOR.    ,address
05-AUG-2017    ,date
RM40.00    ,total
RM40.00    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
19.31    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
3    ,address
51.88    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
54.15    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
3    ,address
29.59    ,total
29.59    ,total
29.59    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
26.80    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
-1.73    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
48.04    ,total
GARDENIA BAKERIES (KL) SDN BHD (139386 X)    ,company
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
3    ,address
3    ,address
3    ,address
36.55    ,total
PINGHWAI TRADING SDN BHD    ,company
NO.2  JALAN METRO PERDANA TIMUR 11     ,address
KEPONG ENTERPRENUERS PARK     ,address
OFF JALAN KEPONG     ,address
52100 KUALA LUMPUR.    ,address
1 007.50    ,total
1 007.50    ,total
1 007.50    ,total
1 007.50    ,total
1 100.00    ,total
1 007.50    ,total
1 007.50    ,total
PINGHWAI TRADING SDN BHD    ,company
NO.2  JALAN METRO PERDANA TIMUR 11     ,address
KEPONG ENTERPRENUERS PARK     ,address
OFF JALAN KEPONG     ,address
52100 KUALA LUMPUR.    ,address
616.60    ,total
616.60    ,total
LOT 3  JALAN PELABUR 23/1     ,address
40300 SHAH ALAM  SELANGOR.    ,address
JALAN SS 15/4B     ,address
3    ,address
